Serial,Date (YMD),Event,Provincia,Code Provincia,Departamento,Code Departamento,Comments,Cause,Description of Cause,Source,DataCards,Evacuated,lat,lon,rio1.nombre,rio1.distancia,rio2.nombre,rio2.distancia
2015-00092,13/8/2015,FLOOD,Buenos Aires,6,Navarro,6574,Se halló el cuerpo de una mujer en una zanja.,Llu y desb,,"CL 2015-08-14 P. 3, 4, 5, 6 , 7; LN 2015-08-13",1,165,-35.0117915,-59.4247779,Aº Saladillo - RN Nº205,30.269517763973745,Atucha,64.3187327597267
2015-00092:001,13/8/2015,FLOOD,Buenos Aires,6,Quilmes,6658,Ingreso de agua a las viviendas y calles anegadas.,Llu y desb,Dbto. del río de La PLata,"CL 2015-08-14 P. 3, 4, 5, 6 , 7",1,0,-34.70037841,-58.27664278,LP_Libano,4.25095577248256,Arroyo Las Piedras - Rep. del Líbano,4.284469084750754
2015-00092:003,13/8/2015,FLOOD,Santa Fe,82,Caseros,82014,Ingreso de agua a las viviendas,OTHER,Apertura de canales clandestinos dejó 70 cm de agua en las v,"CL 2015-08-14 P. 3, 4, 5, 6 , 7; LN 2015-08-13",1,100,-33.2334798,-61.682947,Carcarañá - Cruz Alta,16.67766070839419,Canal Regulador N°4 - La Pantanosa,54.3040657126935
2015-00088,9/8/2015,FLOOD,Santa Fe,82,Caseros,82014,"Viviendas quedaron bajo 1 metro de agua. Ruta 33 cerrada al tránsito. Interrup. de telefonía, internet y sumin eléctrico. Hubo 90 evacuados y 15 autoevacuados.",Llu y desb,,CL 13/8/2015,1,105,-33.2334798,-61.682947,Carcarañá - Cruz Alta,16.67766070839419,Canal Regulador N°4 - La Pantanosa,54.3040657126935
2015-00091,12/8/2015,FLOOD,Buenos Aires,6,,,"40 municipios afectados. Inconvenientes en las rutas 8, 9, 33 y 34, red ferroviaria Buenos Aires - La Pampa suspendido.",Llu y vie,Sudestada. Vientos de 70 km/h,CL 13/8/2015,1,4000,,,nombre random,100000000.0,,
2015-00090:006,10/8/2015,FLOOD,Santa Fe,82,Rosario,82084,Afectada por el temporal de lluvias. Rotura de puente ferroviario.,Llu y desb,Dbto. del río Carcarañá y del arroyo Saladillo.,CL 2015-08-12 P. 5,1,0,-33.07901008,-60.91379957,Carcarañá - Pueblo Andino,22.584008052411665,San Lorenzo (San Martín),28.075157910012102
2015-00090:004,10/8/2015,FLOOD,Santa Fe,82,,,"Varias localidades del sur de la provincia quedaron aisladas por rutas anegadas. Hubo 292 evacuados entre las localidades Casilda, Venado Tuerto, Salto Grande, Chabás, Álvares,Arroyo Seco, Totoras y Carcarañás",Llu y desb,Dbto. del río Carcarañá y del arroyo Saladillo.,CL 2015-08-12 P. 5; LN 2015-08-11 P. 23,1,292,,,nombre random,100000000.0,,
2015-00083:007,5/8/2015,FLOOD,Buenos Aires,6,Merlo,6539,Calles anegadas y barrios afectados.,RAIN,,LN Dig. 2015-08-06,1,1,-34.70854224,-58.67958673,Tigre,20.360688093705924,Escobar,24.341271578324474
2015-00083:003,5/8/2015,FLOOD,Buenos Aires,6,La Matanza,6427,,Llu y desb,Dbto. del río Matanza. Cayeron entre 80 y 200 mm de agua.,"CL 2015-08-12 P. ,3, 4,5, 6",1,1,-34.71417289,-58.50890438,Aº Medrano Reser. - Tecnópolis,8.89153321445818,Olivos,12.60587720528272
2015-00083:006,5/8/2015,FLOOD,Buenos Aires,6,Mercedes,6532,,Llu y desb,Crecida de ríos y arroyos.,"CL 2015-08-12 P. ,3, 4,6; LN 2015-08-13 P. 20",1,900,-34.64501572,-59.35927582,Areco - San Antonio de Areco,27.679032558549128,Aº De las Chañaritas,32.87359775713086
2015-00090:002,10/8/2015,FLOOD,Buenos Aires,6,Quilmes,6658,El hombre murió al ser ahogado en su casa por la inundación.,Llu y desb,Dbto. del arroyo Las Piedras.,"CL 2015-08-11 P. 38, 39",1,0,-34.70037841,-58.27664278,LP_Libano,4.25095577248256,Arroyo Las Piedras - Rep. del Líbano,4.284469084750754
2015-00090:003,10/8/2015,FLOOD,Buenos Aires,6,Salto,6714,"Hubo calles anegadas e Hubo 5000 afectados por ingreso de agua en viviendas. Casas tapadas bajo 1,80 m. El barrio Trocha fue el más afectado: 30 manzanas anegadas.",Llu y desb,"Crecida del arroyo Arrecifes: 9,30 m. Lluvias entre 150 y 30","CL 2015-08-11 P. 38, 39; CL 2015-08-12 P. ,3, 4,6;",1,600,-34.1554316,-60.4724629,Aº Pergamino - Pergamino,17.530867602000498,Arrecifes - Arrecifes,51.87143530297867
2015-00090,10/8/2015,FLOOD,Buenos Aires,6,,,Calles anegadas. Rutas 8 y 51 cortadas.,Llu y desb,Dbto. del río Arrecifes: más de 7 m.,"CL 2015-08-11 P. 38, 39",1,500,,,nombre random,100000000.0,,
2015-00086,6/8/2015,FLOOD,Buenos Aires,6,Lujan,6497,"El pueblo quedó aislado por las inundaciones. Hubo roturas y voladura de techos por el viento y el granizo. 86 evacuados y 100 autoevacuados. Calle Dumas, Av. Juan XXIII y Dardo Rocha anegadas.Susp. de clases.",STORM,"Más de 200 mm de lluvia. Dbto. del río Luján: 3,55 m.","CL 2015-08-10 P. 60, 61",1,186,-34.4619848,-59.1744878,Zárate,27.592551462501905,Baradero,51.78131555375502
2015-00083:002,5/8/2015,FLOOD,Buenos Aires,6,Campana,6126,Ruta 9 interrumpida en el km 110 y el km 77.,Llu y desb,.,"CL 2015-08-09 P. 48, 49; CL 2015-08-16 P. 52; LN 2015-08-08",1,0,-34.059934,-58.836065,Paraná Guazú - Brazo Largo,12.407294329288781,Campana,14.647507259870387
2015-00083:008,5/8/2015,FLOOD,Buenos Aires,6,Pilar,06638,"Hubo 1000 evacuados y 1 niño muerto, fue llevado por la corriente del arroyo Garín en el barrio Alberti. Ruta 8 anegada. Barrios más afectados: Villa Verde, Río Luján, Amancay y Manzanares.",Llu y desb,Dbto. del arroyo Garín y del río Luján. Se registraron 135 m,"CL 2015-08-07 P. 42; CL 2015-08-08 P. 66, 67; LN 2015-08-08 P. 32; LN 2015-08-08 P. 35",1,1,-34.42200558,-58.95283788,Campana,15.28900798910244,Zárate,19.612429705251575
2015-00083:004,5/8/2015,FLOOD,Buenos Aires,6,Lomas de Zamora,6490,Localidad afectada por el temporal. Hubo calles anegadas y casas inundadas.,RAIN,50 mm de lluvia.,CL 2015-08-07 P. 50; CL 2015-08-08,1,0,-34.73790272,-58.44067537,Finky,5.538805425560432,Buenos Aires,11.278302384471056
2015-00083:009,5/8/2015,FLOOD,Buenos Aires,6,Quilmes,6658,Localidad afectada por el temporal. Hubo calles anegadas.,RAIN,50 mm de lluvia.,CL 2015-08-07 P. 50; CL 2015-08-08,1,0,-34.70037841,-58.27664278,LP_Libano,4.25095577248256,Arroyo Las Piedras - Rep. del Líbano,4.284469084750754
2015-00083:001,5/8/2015,FLOOD,Buenos Aires,6,Berisso,6098,Alrededor de 20 familias fueron evacuadas. Calles anegadas.,RAIN,50 mm de lluvia.,CL 2015-08-07 P. 50,1,80,-34.84587606,-57.87973336,La Plata,0.7086464686144464,La Plata,1.4548433352502625
2015-00083:005,5/8/2015,FLOOD,Buenos Aires,6,Lujan,6497,"1250 entre evacuados y autoevacuados. 5 barrios afectados por ingreso de agua en viviendas. Barrios más afectados: Olivera, San Fermín, La Loma, Villa del Parque y Padre Varela.",Llu y desb,"Dbto. de río Luján: 5,43 m. Cayeron entre 80 y 200 mm de agu","CL 2015-08-07 P. 42; CL 2015-08-08 P. 66, 67; CL 2015-08-09 P. 48, 49; LN 2015-08-08 P. 32",1,1250,-34.4619848,-59.1744878,Zárate,27.592551462501905,Baradero,51.78131555375502
2015-00083:011,5/8/2015,FLOOD,Buenos Aires,6,Zarate,6882,Por las intensas lluvias se desbordaron algunos arroyos generando inundación en la localidad,Llu y desb,Dbto. de río Paraná.,CL 2015-08-07 P. 42,1,1,-33.9804188,-59.2846864,Atucha,8.88362804429012,Ibicuy,17.0218101229966
2015-00083,5/8/2015,FLOOD,Buenos Aires,6,,,"En Arrecifes hay 250 personas viviendo en polideportivos, estadios y Escuelas",Llu y desb,Dbto. de río Arrecifes. Cayeron entre 80 y 200 mm de agua.,"CL 2015-08-07 P. 42; CL 2015-08-08 P. 66, 67CL 2015-08-12 P. ,3, 4,6;",1,1,,,nombre random,100000000.0,,
2015-00083:010,5/8/2015,FLOOD,Buenos Aires,6,San Antonio de Areco,6735,"Hubo autoevacuados en los barrios Amespil, Los Horneros, Don Pancho y Canuglio se encontraban sin luz. Ruta nacional 8 cortada entre km 88 hasta el km 113. Barrios anegados: Canuglio, Amesfil y Don Pancho.",Llu y desb,Dbto. de río Areco. Se registraron 185 milímetros de lluvia,"CL 2015-08-07 P. 42; CL 2015-08-08 P. 66, 67; CL 2015-08-12 P. ,3, 4,6; LN 2015-08-08 P. 32",1,300,-34.2881384,-59.5070413,Areco - San Antonio de Areco,2.8148537245322203,Aº De las Chañaritas,9.175078778368643
2014-00115:003,3/11/2014,FLOOD,Buenos Aires,6,Pilar,06638,"Anegamiento en calles. 800 personas fueron evacuadas de los barrios Río Luján y Manantial, y de otras zonas de la costa del Luján, Unas 190 personas en el centro de evacuados municipal y otros 800 autoevacuados en casas de familiares.",Llu y desb,Sudestada,LN Digital 2014-11-03; CL Digital 2014-11-05,1,1,-34.42200558,-58.95283788,Campana,15.28900798910244,Zárate,19.612429705251575
2014-00115:002,3/11/2014,FLOOD,Buenos Aires,6,Lomas de Zamora,6490,Anegamiento en calles. 150 personas fueron evacuadas.,RAIN,Sudestada,LN Digital 2014-11-03; CL Digital 2014-11-05,1,1,-34.73790272,-58.44067537,Finky,5.538805425560432,Buenos Aires,11.278302384471056
2014-00114,1/11/2014,FLOOD,Buenos Aires,6,Ensenada,6245,"Anegamientos de calles y viviendas, por lo cual se autoevacuaron 300 personas y 50 personas permanecen alojadas desde anteayer en la Casa de Día, una institución que depende de la Municipalidad de Ensenada.",ATMOSPHCONDITION,Sudestada.,LN Digital 2014-11-02; LN Digital 2014-10-03,1,1,-34.87584856,-57.9336299,La Plata,6.457696354582847,La Plata,7.345030536157423
2014-00115:004,3/11/2014,FLOOD,Capital Federal,2,,,Anegamiento en calles. Desborde del lago de Palermo.,OTHER,Sudestada,LN Digital 2014-11-03; LN Digital 2014-11-03,1,1,,,nombre random,100000000.0,,
2014-00115:001,3/11/2014,FLOOD,Buenos Aires,6,,,Anegamiento de calles.,RAIN,Sudestada,LN Digital 2014-11-03,1,1,,,nombre random,100000000.0,,
2014-00115,2/11/2014,FLOOD,Buenos Aires,6,San Fernando,6749,Un joven murió electrocutado,RAIN,"La vivienda del joven estaba inundada, subió a la terraza de",LN Digital 2014-11-03; CL Digital 2014-11-03,1,1,-34.2256455,-58.5931568,Palmas,7.152462249602801,Arroyo Carapachay,8.810303651454168
2014-00114:002,1/11/2014,FLOOD,Buenos Aires,6,San Fernando,6749,"2 personas fueron evacuadas y llevadas trasladadas al Centro Cultural El Andén, donde se montó un centro sanitario ante la crecida.",ATMOSPHCONDITION,Sudestada.,LN Digital 2014-11-02,1,1,-34.2256455,-58.5931568,Palmas,7.152462249602801,Arroyo Carapachay,8.810303651454168
2014-00114:001,1/11/2014,FLOOD,Buenos Aires,6,Quilmes,6658,"70 personas fueron evacuadas y llevadas al Centro Integrador Comunitario Santo Domingo, ante la crecida.",ATMOSPHCONDITION,Sudestada.,LN Digital 2014-11-02,1,1,-34.70037841,-58.27664278,LP_Libano,4.25095577248256,Arroyo Las Piedras - Rep. del Líbano,4.284469084750754
2014-00111,29/10/2014,FLOOD,Buenos Aires,6,Coronel Pringles,6196,"La tormenta arrasó con los sembrados de trigos y pasturas, también hay animales muertos. La estructura del puente de la ruta provincial 85, cedio y fue cortado. 450 personas se autoevacuaron.",RAIN,200 milímetros de lluvia.,LN Digital 2014-11-01; LN Digital 2014-10-04;,1,1,-37.9951979,-60.8897785,Aº Vallimanca - RN 226,88.06692792110118,Aº Tapalqué - Av de los Trabaj,88.62820257010453
2014-00103,11/10/2014,FLOOD,Entre Rios,30,,,"Unas treinta familias fueron evacuadas en las las últimas horas en forma preventiva en localidades de Entre Ríos, a raíz de la crecida del río Uruguay ocasionada por las últimas lluvias.",RAIN,Lluvias producidas en el sur de Brasil.,LN Digital 2014-11-11,1,1,,,nombre random,100000000.0,,
2014-00107:001,28/10/2014,FLOOD,Buenos Aires,6,Bragado,6112,Perdida total de los bienes a causa del temporal.,Llu y desb,No especifica.,LN Digital 2014-10-30; LN Digital 2014-10-29,1,1,-35.2410531,-60.3474272,Salado RP Nº 51 - Achupallas,27.836947831124167,Aº Las Flores - Gral. Alvear,55.07474230004526
2014-00108,28/10/2014,FLOOD,Buenos Aires,6,Lujan,6497,"El río Luján aceleró esta mañana su crecida, lo que provocó el anegamiento de nuevas zonas urbanas y evacuaciones en el distrito homónimo bonaerense que se se encuentra desde ayer en alerta roja. También hay Suspensión de clases, se cerró la terminal de ómnibus y todos los comercios. Un niño de 14 años se encuentra desaparecido y más de 1000 personas se autoevacuaron. En Luján como en General Rodríguez se registró caída de granizos.",Llu y desb,Crecida del río luján,CL Digital 2014-10-31; LN Digital 2014-10-30; LN Digital 2014 -10-31 P.22; LN Online 2014-11-10,1,1,-34.4619848,-59.1744878,Zárate,27.592551462501905,Baradero,51.78131555375502
2015-00068:004,2/6/2015,FLOOD,Rio Negro,62,Bariloche,62021,Calles anegadas que se volvieron intransitables.,RAIN,100 mm de lluvia,"CL 2015-06-03 P. 36,37",1,1,-41.89814608,-71.50316469,Azul - El Azul,6.57003229892998,Carrenleufú - Poncho Moro,63.73457796609362
2013-00168,29/12/2013,FLOOD,Cordoba,14,Tercero Arriba,14161,"Mas de 300 evacuados a raíz de una tormenta de viento y lluvia que provocó inundaciones, caída de postes y corte del suministro de energía. Gran parte de los 14 mil habitantes están inundados.",Llu y vie,,CL 2013-12-30 P. 29,1,1,-32.25289151,-64.25143209,Tercero - Piedras Moras,4.534554771283125,Cuarto - RN Nº 8,43.84844255771848
2013-00163,22/12/2013,FLOOD,Cordoba,14,Punilla,14091,Por una sorpresiva crecida del río desapareció un hombre de 32 años.,OVERFLOW,Crecida del río San Antonio,Cl 2013-12-23 P. 45,1,1,-31.10580063,-64.59128571,Anizacate - Santa Ana,28.5727111930207,Guanasacate - Jesús Maria,55.99832189639955
2013-00143:003,9/11/2013,FLOOD,Entre Rios,30,Feliciano,30042,La tormenta causo anegamiento de distintas zonas,Llu y desb,Calleron hasta 150 mm. Se presentaron desborde de cañadas y,CL 2013-11-12 P. 30,1,1,-30.42934153,-58.76618814,Aº Feliciano - Paso Correa RP2,6.85353782804923,Corrientes - Los Laureles,63.22625447281712
2013-00143:001,9/11/2013,FLOOD,Entre Rios,30,Federacion,30028,La tormenta causo anegamiento de distintas zonas,Llu y desb,Calleron hasta 150 mm. Se presentaron desborde de cañadas y,CL 2013-11-12 P. 30,1,1,-30.70681007,-57.88784914,Mocoretá,7.811214255254326,Monte Caseros,39.181279829816404
2013-00143,9/11/2013,FLOOD,Entre Rios,30,Federacion,30028,La tormenta causo anegamiento de distintas zonas,Llu y desb,Calleron hasta 150 mm.Se presentaron desborde de cañadas y a,CL 2013-11-12 P. 30,1,1,-30.70681007,-57.88784914,Mocoretá,7.811214255254326,Monte Caseros,39.181279829816404
2013-00143:002,9/11/2013,FLOOD,Entre Rios,30,Federal,30035,La tormenta causo anegamiento de calles y viviendas por el desborde de arroyos y cañadas. 60 evacuados rpor esta razón.,Llu y desb,Calleron hasta 150 mm. Se presentaron desborde de cañadas y,CL 2013-11-12 P. 30,1,1,-30.97193714,-58.99327599,Aº Feliciano - Paso Correa RP2,46.02588807757965,Gualeguay - Villaguay,49.68193227456001
2014-00095,22/8/2014,FLOOD,Buenos Aires,6,Necochea,6581,Suspensión de clases. El desborde del arroyo La Ballenera obligó al corte de las rutas 88 y 86.,Llu y desb,Desbordamiento del arroyo La Ballena,CL Digital 2014-08-26,1,1,-38.085516,-59.2924177,Aº De los Huesos - RN 226,63.08866887372551,Quequen Grande - Necochea,63.126283822218106
2014-00078:002,16/7/2014,FLOOD,Santa Fe,82,La Capital,82063,"62 las familias tuvieron que ser evacuadas ante la crecida del río Paraná en toda la provincia: 50 en Santa Fe, 5 en San Javier, 2 en San José del Rincón, 2 en Arroyo Leyes, 1 en Santa Rosa de Calchines, y 2 familias en Villa Constitución",RAIN,,LN Digital 2014-07-16,1,1,-31.18858147,-60.62677383,Sis. Setúbal-Sta. Fé-La Guard.,24.73041989897728,Colastiné - RN N° 168,25.92938196910656
2015-00056,12/4/2015,FLOOD,Tucuman,90,,,Algunas localidades del sur de la provincia fueron afectadas por las inundaciones.,Llu y desb,Dbto. del río Marapa,CL 2015-04-13 P. 30,1,80,,,nombre random,100000000.0,,
2014-00078,15/7/2014,FLOOD,Santa Fe,82,,,124 personas tuvieron que dejar su hogar ante la crecida del río Paraná.,Llu y desb,Lluvias copiosas.,LN Digital 2014-07-15,1,1,,,nombre random,100000000.0,,
2014-00078:001,12/7/2014,FLOOD,Santa Fe,82,La Capital,82063,Se renueva la emergencia hídrica,RAIN,,LN Digital 2014-07-12,1,1,-31.18858147,-60.62677383,Sis. Setúbal-Sta. Fé-La Guard.,24.73041989897728,Colastiné - RN N° 168,25.92938196910656
2014-00077,3/7/2014,FLOOD,Corrientes,18,,,1500 es el número de personas que no pueden retornar a sus hogares por la crecidas de los ríos.,Llu y desb,,LN Digital 2014-07-03,1,1,,,nombre random,100000000.0,,
2014-00077:001,3/7/2014,FLOOD,Formosa,34,,,5500 es el número de personas que no pueden retornar a sus hogares por la crecidas de los ríos.,Llu y desb,,LN Digital 2014-07-03,1,1,,,nombre random,100000000.0,,
2014-00077:002,3/7/2014,FLOOD,Misiones,54,,,7.884 es el número de personas que no pueden retornar a sus hogares por la crecidas de los ríos.,Llu y desb,,LN Digital 2014-07-03,1,1,,,nombre random,100000000.0,,
2014-00080,3/7/2014,FLOOD,Formosa,34,Formosa,34014,Continuidad de la crisis hídrica.,RAIN,Copiosas lluvias.,LN Digital 2011-07-03,1,1,-25.73826408,-57.92005921,Aº Pilagá - RN Nº11,30.605231637078525,Paraguay - Pto. Pilcomayo,37.03256570639641
2014-00077:004,1/7/2014,FLOOD,Santa Fe,82,,,"Se volvió a declarar emergencia hídrica. El agua avanzó sobre zonas bajas de los distritos ubicados al nordeste del municipio, obligando a evacuar cinco familias. tres de la Vuelta del Paraguayo (6 mayores y 7 menores) y dos de Colastiné Sur (6 personas), que están alojadas en los módulos dispuestos a tal fin en los terrenos preparados cerca de cada barrio.",Llu y desb,Intensas lluvias ocurridas en norte del país,LN Digital 2014-07-01,1,1,,,nombre random,100000000.0,,
2013-00091,27/7/2013,FLOOD,Santa Fe,82,La Capital,82063,La crecida del río Paraná superó el límite estimado por lo que se evacuaron 22 familias de dos barrios. Las familias fueron reubicadas en refugios dispuestos por la municipalidad.,OVERFLOW,Río Paraná,Cl 2013-07-28 P. 51,1,1,-31.18858147,-60.62677383,Sis. Setúbal-Sta. Fé-La Guard.,24.73041989897728,Colastiné - RN N° 168,25.92938196910656
2013-00083,11/7/2013,FLOOD,Buenos Aires,6,La Plata,6441,Por las intensas lluvias las calles quedaron anegadas al igual que en algunas casas.,RAIN,,CL 2013-07-12 P. 40,1,1,-35.03880607,-58.05930616,La Plata,23.313993432925944,La Plata,24.225339560138988
2013-00073:013,25/6/2013,FLOOD,Entre Rios,30,,,En toda la provincia comenzó el proceso de evacuación de 600 mil cabezas de ganado,Llu y desb,Ríos Iguazú y Paraná.,CL 2013-07-02 P. 31,1,1,,,nombre random,100000000.0,,
2013-00073:004,25/6/2013,FLOOD,Chaco,22,San Fernando,22140,De las localidades más afectadas por las lluvias y la crecida del río.,Llu y desb,Río Paraná y el riacho Barranqueras,; CL 2013-07-01 P.24,1,1,-27.92561531,-59.31798172,CIRHBAS - LIM VILLA GUILLERMINA-ARROYO LOS AMORES,22.87946130564213,Negro - Laguna Blanca,40.00967873598881
2013-00073:001,25/6/2013,FLOOD,Chaco,22,1 de Mayo,22126,De las localidades más afectadas por las lluvias y la crecida del río.,Llu y desb,Río Paraná y el riacho Barranqueras,; CL 2013-07-01 P.24,1,1,-27.22855035,-58.90405078,Negro-Obra de Ctrl. Agua Abajo,13.098127602099554,Barranqueras,14.983820931349932
2015-00037:005,10/3/2015,FLOOD,Tucuman,90,Simoca,90091,"Hubo corte de caminos, anegamientos de varias localidades, puentes y canales destruidos.500 familias fueron evacuadas.",Llu y desb,Dbto. del río Gastona,CL 2015-03-10 P. 34,1,1,-27.40925026,-65.26894379,Chico - RN Nº157 Monteagudo,5.211705075146754,Seco - RN Nº 157,6.380155192131833
2015-00037:001,10/3/2015,FLOOD,Catamarca,10,Paclin,10077,"Hubo corte de caminos, anegamientos de varias localidades, puentes y canales destruidos. Caída parcial de un puente, la población quedó aislada.",Llu y desb,Dbto. de río Charquiadero y Los Calabozos.,CL 2015-03-10 P. 34,1,1,-27.85473251,-65.7172699,Del Valle - Huaycama,15.089059300903342,Los Sosa - RP30 km19,35.687840572320965
2015-00037,10/3/2015,FLOOD,Catamarca,10,Andalgala,10021,"Hubo corte de caminos, anegamientos de varias localidades, puentes y canales destruidos.",Llu y desb,Dbto. de río Charquiadero y Los Calabozos.,CL 2015-03-10 P. 34,1,1,-27.61905956,-66.11518542,Del Campo - Cabo San Miguel,15.513909334157587,Santa Maria - Pie de Medano,30.237017833074596
2015-00037:004,10/3/2015,FLOOD,Tucuman,90,Graneros,90035,"Hubo corte de caminos, anegamientos de varias localidades, puentes y canales destruidos.",Llu y desb,Dbto. de ríos Marapa y Medina.,CL 2015-03-10 P. 34,1,1,-27.6423966,-65.5086366,Seco - RN Nº 157,25.544160766737846,Los Sosa - RP30 km19,28.65447812053233
2015-00037:003,10/3/2015,FLOOD,Tucuman,90,Graneros,90035,"Hubo corte de caminos, anegamientos de varias localidades, puentes y canales destruidos.",Llu y desb,Dbto. de ríos Marapa y Medina.,CL 2015-03-10 P. 34,1,1,-27.6423966,-65.5086366,Seco - RN Nº 157,25.544160766737846,Los Sosa - RP30 km19,28.65447812053233
2015-00037:002,10/3/2015,FLOOD,Tucuman,90,,,"1 muerto debido al dbto del río Marapa y 1 desaparecido que fue arrastrado por el río Medina. Hubo corte de caminos, anegamientos de varias localidades, puentes y canales destruidos.",Llu y desb,Dbto. de ríos Marapa y Medina.,CL 2015-03-10 P. 34,1,1,,,nombre random,100000000.0,,
2015-00039:016,2/3/2015,FLOOD,San Luis,74,Ayacucho,74007,"Ruta Nacional 20 quedó cortada, une la localidad de Villa Dolores (Córdoba) con Quines (San Luis). Hubo arrastre de autos e inundación de casas.",Llu y desb,200 mm de lluvia. Dbto. de ríos y arroyos.,"CL 2015-03-02 P. 34 CL 2015-03-05 P. 3, 4 y 5",1,1,-32.13651315,-66.85445389,Desaguadero - Salto de la Tosc,86.991111322073,Grande - Ruta Provincia Nº 9,89.93263721272976
